id,area,floor,max_floor,type,wall_type,rooms,region,year,price
2811,41.4,9,9,Новостройки,кирпичный,1,Заволжский,,1923000
2812,22.0,7,9,Вторичка,кирпичный,1,Заволжский,,980000
2813,71.0,3,3,Вторичка,кирпичный,3,Заволжский,,3380000
2814,30.0,1,9,Вторичка,кирпичный,1,Дзержинский,1975,1150000
2815,42.4,4,5,Вторичка,кирпичный,2,Фрунзенский,1964,1850000
2816,41.6,9,18,Вторичка,монолитный,1,Дзержинский,,2200000
2817,38.0,6,10,Вторичка,панельный,1,Заволжский,1990,1770000
2818,42.8,6,9,Новостройки,кирпичный,1,Красноперекопский,,2481240
2819,32.0,2,5,Вторичка,кирпичный,1,Красноперекопский,,1500000
2820,,2,9,Новостройки,кирпичный,студии,Красноперекопский,,1683270
2821,23.0,1,2,Вторичка,кирпичный,студии,Дзержинский,,620000
2822,30.0,9,9,Вторичка,панельный,1,Дзержинский,1980,1020000
2823,55.0,8,9,Вторичка,панельный,3,Заволжский,,2300000
2824,59.0,9,9,Вторичка,кирпичный,3,Кировский,1974,3300000
2825,79.5,5,9,Вторичка,кирпичный,2,Ленинский,2017,6600000
2826,14.0,9,9,Вторичка,кирпичный,студии,Кировский,,1300000
2827,33.0,2,9,Вторичка,кирпичный,1,Дзержинский,1971,1690000
2828,73.0,3,17,Вторичка,панельный,3,Дзержинский,,2850000
2829,42.0,6,14,Новостройки,панельный,1,Фрунзенский,,1750000
2830,98.5,7,9,Вторичка,кирпичный,3,Ленинский,2017,8140000
2831,65.0,4,10,Вторичка,панельный,3,Фрунзенский,,2800000
2832,57.2,1,17,Вторичка,кирпичный,2,Дзержинский,2017,2650000
2833,,5,5,Вторичка,панельный,1,Дзержинский,1988,1400000
2834,44.6,3,9,Вторичка,кирпичный,1,Ленинский,2017,3630000
2835,63.8,8,9,Вторичка,панельный,3,Дзержинский,,2650000
2836,44.0,3,5,Вторичка,панельный,2,Дзержинский,1969,1550000
2837,90.5,7,22,Новостройки,монолитный,3,Дзержинский,,3800580
2838,43.4,5,22,Новостройки,монолитный,1,Дзержинский,,1822800
2839,90.5,7,23,Новостройки,монолитный,3,Дзержинский,,3800000
2840,59.8,5,23,Новостройки,монолитный,2,Дзержинский,,2511600
2841,59.8,5,23,Новостройки,монолитный,2,Дзержинский,,2511600
2842,42.6,4,23,Новостройки,монолитный,1,Дзержинский,,1787520
2843,44.4,9,23,Новостройки,монолитный,1,Дзержинский,,1863540
2844,43.4,5,23,Новостройки,монолитный,1,Дзержинский,,1822800
2845,56.1,8,23,Новостройки,монолитный,2,Дзержинский,,2355780
2846,59.0,7,10,Новостройки,кирпичный,2,Заволжский,,2831520
2847,44.2,19,25,Новостройки,монолитный,1,Красноперекопский,,2693760
2848,47.0,4,5,Вторичка,кирпичный,2,Заволжский,,2000000
2849,59.0,3,5,Вторичка,кирпичный,3,Ленинский,1972,3100000
2850,29.0,5,5,Вторичка,кирпичный,1,Дзержинский,1967,1380000
2851,57.8,8,8,Новостройки,кирпичный,2,Красноперекопский,,2602800
2852,45.2,25,25,Новостройки,монолитный,1,Красноперекопский,,2643030
2853,50.6,25,25,Новостройки,монолитный,1,Красноперекопский,,2707635
2854,144.0,5,5,Вторичка,кирпичный,3,Кировский,,10490000
2855,42.6,2,11,Новостройки,кирпичный,1,Дзержинский,,1907035
2856,120.0,7,8,Вторичка,кирпичный,3,Кировский,,12590000
2857,39.5,2,12,Новостройки,кирпичный,1,Дзержинский,,1767305
2858,63.0,8,9,Вторичка,панельный,3,Заволжский,1986,2550000
2859,107.3,8,10,Вторичка,кирпичный,4,Красноперекопский,1998,5400000
2860,61.1,3,5,Вторичка,кирпичный,3,Фрунзенский,,2100000
2861,30.0,5,5,Вторичка,кирпичный,1,Красноперекопский,,1350000
2862,55.9,9,10,Вторичка,кирпичный,1,Заволжский,,2580000
2863,,1,5,Вторичка,панельный,1,Дзержинский,1965,1300000
2864,43.5,5,5,Вторичка,кирпичный,2,Дзержинский,,1850000
2865,38.0,7,8,Вторичка,кирпичный,1,Заволжский,,1800000
2866,64.0,6,6,Вторичка,кирпичный,2,Заволжский,2005,2250000
2867,49.7,18,18,Новостройки,кирпичный,1,Ленинский,,2900000
2868,35.6,2,2,Вторичка,кирпичный,2,Фрунзенский,,1070000
2869,39.0,3,10,Вторичка,панельный,1,Фрунзенский,,2070000
2870,31.0,5,5,Вторичка,кирпичный,1,Кировский,,1900000
2871,41.0,2,5,Вторичка,кирпичный,2,Фрунзенский,1973,2150000
2872,43.8,9,9,Новостройки,кирпичный,1,Заволжский,,2037000
2873,30.2,8,16,Новостройки,монолитный,студии,Дзержинский,2018,1456672
2874,45.0,1,3,Вторичка,кирпичный,2,Ленинский,,2150000
2875,36.0,6,9,Вторичка,панельный,1,Фрунзенский,2013,1990000
2876,44.1,4,5,Вторичка,кирпичный,2,Фрунзенский,1969,1850000
2877,45.0,5,5,Вторичка,кирпичный,2,Ленинский,1964,2300000
2878,44.0,5,5,Вторичка,панельный,2,Заволжский,,1700000
2879,32.5,7,9,Вторичка,кирпичный,1,Ленинский,1969,1990000
2880,47.0,4,5,Вторичка,панельный,2,Заволжский,1977,1750000
2881,50.0,5,5,Вторичка,кирпичный,2,Заволжский,,1490000
2882,68.5,15,18,Вторичка,кирпичный,2,Ленинский,,3900000
2883,52.2,4,9,Новостройки,кирпичный,2,Заволжский,,2508000
2884,30.0,3,4,Вторичка,кирпичный,1,Заволжский,,1250000
2885,96.0,5,14,Вторичка,кирпичный,3,Дзержинский,,5700000
2886,43.9,1,18,Вторичка,панельный,1,Фрунзенский,,2400000
2887,46.0,12,14,Вторичка,панельный,1,Фрунзенский,2016,1980000
2888,43.0,6,19,Вторичка,кирпичный,1,Фрунзенский,2017,2350000
2889,63.0,5,5,Вторичка,кирпичный,3,Кировский,1969,3700000
2890,34.0,4,9,Вторичка,кирпичный,1,Дзержинский,1978,1590000
2891,38.4,7,9,Вторичка,кирпичный,1,Красноперекопский,,2149000
2892,33.0,1,5,Вторичка,панельный,2,Дзержинский,,1400000
2893,31.0,1,5,Вторичка,кирпичный,1,Фрунзенский,,1350000
2894,37.0,2,9,Вторичка,кирпичный,1,Красноперекопский,,1850000
2895,51.4,2,4,Вторичка,кирпичный,2,Ленинский,,5500000
2896,34.0,4,9,Вторичка,кирпичный,1,Дзержинский,,1650000
2897,78.5,4,10,Вторичка,панельный,3,Фрунзенский,,2790000
2898,48.9,1,3,Новостройки,кирпичный,2,Красноперекопский,,2063800
2899,61.5,10,10,Вторичка,кирпичный,3,Фрунзенский,,2650000
2900,68.0,3,9,Вторичка,кирпичный,4,Фрунзенский,,3400000
2901,69.2,5,9,Вторичка,кирпичный,3,Фрунзенский,,3100000
2902,54.0,8,10,Вторичка,кирпичный,2,Заволжский,,3500000
2903,30.2,7,10,Вторичка,панельный,1,Заволжский,1993,1520000
2904,73.0,2,2,Вторичка,кирпичный,3,Красноперекопский,,2650000
2905,130.8,1,3,Вторичка,кирпичный,3,Заволжский,,3870000
2906,42.0,4,5,Вторичка,кирпичный,2,Фрунзенский,1972,2100000
2907,38.7,3,3,Новостройки,кирпичный,1,Красноперекопский,,1674100
2908,54.2,4,9,Вторичка,кирпичный,3,Дзержинский,1970,2330000
2909,42.0,8,10,Вторичка,кирпичный,1,Заволжский,,2000000
2910,52.4,9,9,Вторичка,панельный,3,Дзержинский,,2300000
2911,52.0,1,5,Вторичка,кирпичный,1,Фрунзенский,,2380000
2912,42.2,2,5,Вторичка,кирпичный,2,Фрунзенский,,1750000
2913,39.0,1,9,Вторичка,панельный,1,Фрунзенский,,1600000
2914,40.0,1,4,Новостройки,кирпичный,1,Заволжский,,1790000
2915,70.0,5,9,Новостройки,кирпичный,2,Фрунзенский,,2591850
2916,37.1,2,10,Вторичка,кирпичный,1,Фрунзенский,,2150000
2917,37.0,2,3,Вторичка,кирпичный,1,Красноперекопский,,1369000
2918,,2,3,Новостройки,кирпичный,1,Фрунзенский,,1139950
2919,64.8,12,12,Новостройки,кирпичный,2,Фрунзенский,2018,2975650
2920,39.5,5,9,Вторичка,панельный,1,Фрунзенский,,1880000
2921,35.2,1,3,Вторичка,блочный,1,Заволжский,,1750000
2922,189.0,3,3,Новостройки,монолитный,3,Заволжский,,5500000
2923,40.0,5,18,Новостройки,кирпичный,1,Заволжский,,1630000
2924,34.0,5,10,Вторичка,панельный,1,Дзержинский,,1590000
2925,,1,5,Вторичка,панельный,1,Дзержинский,,1500000
2926,61.2,1,9,Вторичка,кирпичный,3,Дзержинский,1974,3000000
2927,42.5,2,6,Новостройки,кирпичный,1,Фрунзенский,,2339000
2928,47.2,3,3,Вторичка,кирпичный,2,Ленинский,,4300000
2929,91.7,2,16,Вторичка,монолитный,3,Фрунзенский,,4400000
2930,42.0,4,5,Вторичка,кирпичный,2,Красноперекопский,1962,1550000
2931,120.0,2,5,Вторичка,кирпичный,4,Красноперекопский,,9990000
2932,63.1,5,5,Вторичка,кирпичный,3,Заволжский,,1400000
2933,30.0,6,10,Вторичка,панельный,1,Дзержинский,,1730000
2934,56.5,3,5,Вторичка,панельный,3,Фрунзенский,,2400000
2935,93.0,2,3,Новостройки,кирпичный,3,Фрунзенский,2018,4800000
