id,area,floor,max_floor,type,wall_type,rooms,region,year,price
2435,41.0,1,4,Вторичка,кирпичный,1,Красноперекопский,1955,1750000
2436,30.0,6,9,Вторичка,панельный,1,Фрунзенский,,1400000
2437,43.5,4,5,Вторичка,кирпичный,2,Красноперекопский,1965,2300000
2438,61.9,4,14,Вторичка,монолитный,2,Фрунзенский,,4500000
2439,50.0,2,9,Вторичка,кирпичный,2,Заволжский,,2400000
2440,30.2,3,10,Вторичка,кирпичный,1,Ленинский,1974,1990000
2441,42.0,10,14,Новостройки,панельный,1,Фрунзенский,,1500000
2442,49.0,2,2,Вторичка,кирпичный,2,Ленинский,1957,2399000
2443,56.0,5,5,Вторичка,кирпичный,3,Ленинский,,3950000
2444,,5,5,Вторичка,кирпичный,1,Дзержинский,,1200000
2445,67.0,2,5,Вторичка,кирпичный,2,Дзержинский,,4070000
2446,67.0,1,3,Новостройки,кирпичный,2,Заволжский,,3850000
2447,74.6,2,12,Вторичка,панельный,3,Фрунзенский,,3200000
2448,41.5,9,10,Новостройки,кирпичный,1,Дзержинский,,2600000
2449,39.0,10,10,Вторичка,панельный,1,Фрунзенский,,2150000
2450,66.9,1,4,Вторичка,кирпичный,3,Ленинский,,3900000
2451,52.6,10,10,Новостройки,кирпичный,2,Дзержинский,,2837700
2452,45.0,1,5,Вторичка,кирпичный,2,Дзержинский,1972,1450000
2453,37.5,17,17,Вторичка,панельный,1,Дзержинский,,1500000
2454,,4,5,Вторичка,кирпичный,1,Красноперекопский,1965,1380000
2455,75.0,17,17,Вторичка,панельный,3,Дзержинский,,2900000
2456,65.0,5,9,Вторичка,кирпичный,3,Дзержинский,,2700000
2457,31.0,2,5,Вторичка,кирпичный,1,Фрунзенский,,1700000
2458,45.0,4,7,Новостройки,кирпичный,1,Дзержинский,,1990000
2459,36.4,2,2,Вторичка,блочный,2,Фрунзенский,,1170000
2460,42.0,2,3,Вторичка,кирпичный,2,Заволжский,,1000050
2461,58.0,1,2,Вторичка,кирпичный,3,Заволжский,,1600000
2462,50.6,1,9,Вторичка,кирпичный,1,Ленинский,,2900000
2463,36.0,4,5,Вторичка,кирпичный,1,Фрунзенский,,1650000
2464,45.0,5,5,Вторичка,кирпичный,2,Фрунзенский,1972,2300000
2465,38.4,1,10,Вторичка,панельный,1,Дзержинский,,1650000
2466,59.8,9,10,Вторичка,кирпичный,2,Дзержинский,,2950000
2467,30.2,1,5,Вторичка,панельный,1,Дзержинский,1987,1450000
2468,182.0,4,5,Вторичка,кирпичный,4,Кировский,,10500000
2469,70.9,2,4,Вторичка,кирпичный,3,Кировский,,7300000
2470,63.0,6,9,Вторичка,панельный,3,Фрунзенский,1989,3200000
2471,93.8,12,12,Новостройки,монолитный,3,Фрунзенский,2014,5127360
2472,46.1,18,18,Новостройки,кирпичный,1,Ленинский,,2820000
2473,59.0,2,3,Вторичка,панельный,3,Фрунзенский,,2290000
2474,53.0,2,2,Новостройки,кирпичный,2,Заволжский,,2263100
2475,68.0,1,5,Вторичка,кирпичный,3,Кировский,,4900000
2476,42.1,9,9,Новостройки,монолитный,1,Фрунзенский,,1973520
2477,100.0,4,5,Вторичка,кирпичный,3,Дзержинский,,6300000
2478,84.0,8,20,Вторичка,монолитный,3,Дзержинский,,3680000
2479,49.0,1,5,Вторичка,кирпичный,2,Фрунзенский,,2850000
2480,37.0,3,3,Вторичка,кирпичный,1,Фрунзенский,,1416000
2481,32.2,4,9,Вторичка,кирпичный,1,Заволжский,1992,1500000
2482,44.0,4,8,Новостройки,кирпичный,1,Заволжский,,2080000
2483,41.1,3,5,Вторичка,кирпичный,2,Красноперекопский,1961,2250000
2484,59.0,2,5,Вторичка,панельный,3,Кировский,1969,2900000
2485,71.6,3,3,Вторичка,кирпичный,3,Заволжский,2015,4900000
2486,77.5,1,3,Новостройки,кирпичный,3,Фрунзенский,,3700000
2487,146.0,2,2,Вторичка,кирпичный,4,Кировский,1882,16500000
2488,39.6,3,12,Вторичка,монолитный,1,Фрунзенский,2014,2450000
2489,77.0,3,5,Вторичка,блочный,4,Дзержинский,1975,2590000
2490,46.0,4,9,Новостройки,кирпичный,1,Фрунзенский,,2000000
2491,146.0,2,2,Вторичка,кирпичный,4,Кировский,1882,16500000
2492,39.6,3,12,Вторичка,монолитный,1,Фрунзенский,2014,2450000
2493,77.0,3,5,Вторичка,блочный,4,Дзержинский,1975,2590000
2494,46.0,4,9,Новостройки,кирпичный,1,Фрунзенский,,2000000
2495,36.0,3,3,Новостройки,кирпичный,1,Фрунзенский,,1950000
2496,63.5,1,5,Вторичка,панельный,3,Дзержинский,1972,2000000
2497,44.0,24,24,Новостройки,монолитный,1,Красноперекопский,,2370000
2498,22.0,6,9,Вторичка,панельный,1,Заволжский,1979,1200000
2499,38.1,9,16,Новостройки,монолитный,1,Дзержинский,2018,1770958
2500,38.1,3,16,Новостройки,монолитный,1,Дзержинский,2018,1730778
2501,64.6,7,16,Новостройки,монолитный,2,Дзержинский,2018,2937158
2502,42.0,3,5,Вторичка,кирпичный,2,Ленинский,,3000000
2503,,16,16,Новостройки,монолитный,студии,Дзержинский,2018,1424234
2504,,16,16,Новостройки,монолитный,студии,Дзержинский,2018,1440502
2505,38.0,10,17,Вторичка,панельный,1,Дзержинский,,1800000
2506,142.0,2,3,Вторичка,кирпичный,4,Кировский,,13900000
2507,69.0,4,9,Новостройки,кирпичный,2,Фрунзенский,,3390000
2508,35.0,5,9,Вторичка,кирпичный,1,Дзержинский,,1650000
2509,64.6,12,16,Новостройки,монолитный,2,Дзержинский,2018,3023594
2510,66.9,12,16,Новостройки,монолитный,2,Дзержинский,2018,2959208
2511,46.8,10,16,Новостройки,монолитный,1,Дзержинский,2018,2182264
2512,58.4,3,16,Новостройки,монолитный,2,Дзержинский,2018,2615382
2513,82.1,4,16,Новостройки,монолитный,3,Дзержинский,2018,3603460
2514,38.1,5,16,Новостройки,монолитный,1,Дзержинский,2018,1740774
2515,64.0,5,10,Вторичка,кирпичный,3,Красноперекопский,,3200000
2516,,16,16,Новостройки,монолитный,1,Дзержинский,2018,1440502
2517,58.7,1,5,Вторичка,кирпичный,3,Фрунзенский,1970,2760000
2518,64.3,4,9,Новостройки,кирпичный,2,Фрунзенский,,3290000
2519,177.0,4,5,Вторичка,кирпичный,5,Фрунзенский,,9300000
2520,34.0,9,9,Новостройки,кирпичный,1,Заволжский,,1584720
2521,49.0,3,9,Вторичка,кирпичный,2,Дзержинский,,2500000
2522,108.0,6,6,Вторичка,кирпичный,3,Красноперекопский,,6500000
2523,82.1,13,13,Новостройки,кирпичный,3,Дзержинский,,3677000
2524,41.0,1,10,Вторичка,кирпичный,1,Фрунзенский,,2650000
2525,60.7,4,16,Новостройки,монолитный,2,Дзержинский,2018,2768402
2526,109.0,2,3,Новостройки,кирпичный,3,Красноперекопский,,6800000
2527,,4,5,Вторичка,панельный,1,Дзержинский,1966,1300000
2528,67.0,3,4,Вторичка,кирпичный,2,Красноперекопский,1994,4250000
2529,31.0,4,5,Вторичка,панельный,1,Дзержинский,,1730000
2530,31.4,1,4,Вторичка,кирпичный,1,Ленинский,1961,1550000
2531,72.2,4,5,Вторичка,кирпичный,2,Красноперекопский,,3280000
2532,60.8,2,3,Вторичка,кирпичный,3,Кировский,1912,3000000
2533,125.0,6,8,Вторичка,кирпичный,4,Дзержинский,,3800000
2534,45.5,9,16,Новостройки,монолитный,1,Дзержинский,2018,2245964
2535,46.8,8,16,Новостройки,монолитный,1,Дзержинский,2018,2206764
2536,62.2,7,16,Новостройки,монолитный,2,Дзержинский,2018,2748900
2537,53.7,2,16,Новостройки,монолитный,1,Дзержинский,2018,2509290
2538,66.9,8,16,Новостройки,монолитный,2,Дзержинский,2018,3011736
2539,46.8,7,16,Новостройки,монолитный,1,Дзержинский,2018,2108764
2540,50.1,8,16,Новостройки,монолитный,2,Дзержинский,2018,2314270
2541,53.7,2,16,Новостройки,монолитный,1,Дзержинский,2018,2509290
2542,66.9,8,16,Новостройки,монолитный,2,Дзержинский,2018,3011736
2543,46.8,7,16,Новостройки,монолитный,1,Дзержинский,2018,2108764
2544,50.1,8,16,Новостройки,монолитный,2,Дзержинский,2018,2314270
2545,30.0,3,9,Вторичка,кирпичный,1,Дзержинский,1975,1600000
2546,60.7,8,16,Новостройки,монолитный,2,Дзержинский,2018,2816422
2547,53.7,9,16,Новостройки,монолитный,1,Дзержинский,2018,2566326
2548,50.1,8,16,Новостройки,монолитный,2,Дзержинский,2018,2353470
2549,58.4,8,16,Новостройки,монолитный,2,Дзержинский,2018,2676478
2550,70.1,3,9,Новостройки,кирпичный,2,Фрунзенский,,2591850
2551,44.8,8,9,Новостройки,кирпичный,1,Фрунзенский,,1657600
2552,38.1,4,16,Новостройки,монолитный,1,Дзержинский,2018,1740774
2553,80.0,2,5,Вторичка,панельный,4,Кировский,,2200000
2554,68.0,1,9,Новостройки,кирпичный,2,Фрунзенский,,2516000
2555,62.0,5,9,Вторичка,кирпичный,3,Дзержинский,1987,3200000
2556,55.0,7,10,Вторичка,кирпичный,2,Фрунзенский,,3385000
2557,64.0,9,12,Вторичка,кирпичный,3,Кировский,,5300000
2558,46.0,2,5,Вторичка,кирпичный,2,Фрунзенский,,2500000
2559,53.7,15,17,Вторичка,монолитный,1,Дзержинский,,2509290
2560,86.0,5,5,Вторичка,кирпичный,4,Кировский,,8100000
2561,43.4,4,5,Вторичка,кирпичный,2,Фрунзенский,1966,1800000
2562,64.0,4,5,Вторичка,кирпичный,3,Дзержинский,1979,2550000
2563,82.1,3,16,Новостройки,монолитный,3,Дзержинский,2018,3582194
2564,64.6,2,16,Новостройки,монолитный,2,Дзержинский,2018,3006248
2565,82.1,6,16,Новостройки,монолитный,3,Дзержинский,2018,3698800
2566,,16,16,Новостройки,панельный,студии,Дзержинский,2018,1420300
2567,58.4,10,13,Новостройки,монолитный,2,Дзержинский,2018,2700100
2568,64.6,3,16,Новостройки,монолитный,2,Дзержинский,2018,3067600
2569,38.1,3,16,Новостройки,монолитный,1,Дзержинский,2018,1766100
2570,62.0,3,4,Вторичка,кирпичный,2,Заволжский,,3830000
2571,34.0,9,9,Вторичка,кирпичный,1,Заволжский,,1650000
2572,79.3,2,15,Вторичка,кирпичный,3,Фрунзенский,,4120000
2573,85.0,3,5,Вторичка,кирпичный,3,Красноперекопский,,3500000
2574,43.0,2,5,Вторичка,кирпичный,2,Фрунзенский,1968,1550000
2575,50.7,6,9,Вторичка,панельный,2,Дзержинский,1989,2500000
2576,44.0,7,12,Вторичка,кирпичный,2,Заволжский,1975,2119000
2577,82.1,15,16,Новостройки,монолитный,3,Дзержинский,2018,3582194
2578,32.0,2,2,Вторичка,кирпичный,1,Фрунзенский,,800000
2579,50.1,14,16,Новостройки,монолитный,2,Дзержинский,2018,2301236
2580,52.0,1,5,Вторичка,кирпичный,3,Фрунзенский,,2250000
2581,,16,16,Новостройки,монолитный,1,Дзержинский,2018,1424234
2582,52.0,7,10,Вторичка,кирпичный,1,Красноперекопский,,3400000
2583,65.0,3,4,Вторичка,кирпичный,2,Кировский,,3000000
2584,101.3,2,3,Вторичка,кирпичный,3,Дзержинский,,3590000
2585,54.8,10,17,Новостройки,монолитный,2,Фрунзенский,,3090000
2586,51.0,3,3,Новостройки,кирпичный,1,Заволжский,,2199000
2587,43.0,10,10,Вторичка,кирпичный,1,Заволжский,1990,2900000
2588,64.0,3,3,Новостройки,кирпичный,2,Заволжский,,2689000
2589,58.0,1,5,Вторичка,панельный,3,Дзержинский,,2400000
2590,56.0,3,3,Вторичка,кирпичный,3,Заволжский,,1600000
2591,58.0,1,5,Вторичка,панельный,3,Дзержинский,,2400000
2592,56.0,3,3,Вторичка,кирпичный,3,Заволжский,,1600000
2593,43.4,1,9,Вторичка,кирпичный,2,Дзержинский,,1710000
2594,37.0,7,9,Вторичка,кирпичный,1,Дзержинский,,2600000
2595,50.0,3,4,Вторичка,кирпичный,3,Ленинский,,2000000
2596,46.0,1,5,Вторичка,панельный,2,Дзержинский,,2390000
2597,40.2,12,17,Новостройки,монолитный,1,Фрунзенский,,2540000
2598,45.1,3,4,Вторичка,кирпичный,2,Заволжский,1963,1850000
2599,48.7,3,5,Вторичка,кирпичный,2,Заволжский,,2050000
2600,43.5,3,5,Вторичка,кирпичный,2,Красноперекопский,,2100000
2601,36.0,6,15,Новостройки,монолитный,1,Фрунзенский,,2500000
2602,43.5,2,4,Вторичка,кирпичный,2,Ленинский,,1750000
2603,48.0,4,9,Вторичка,кирпичный,2,Фрунзенский,,2550000
2604,49.8,1,9,Вторичка,монолитный,2,Дзержинский,,2100000
2605,43.0,3,4,Вторичка,кирпичный,2,Кировский,,3750000
2606,35.5,2,3,Вторичка,кирпичный,1,Фрунзенский,,1560000
2607,37.0,4,16,Вторичка,кирпичный,1,Ленинский,,2110710
2608,83.3,5,5,Вторичка,кирпичный,3,Красноперекопский,,4600000
2609,85.0,4,10,Новостройки,кирпичный,3,Дзержинский,,3400000
2610,84.0,2,9,Вторичка,монолитный,3,Фрунзенский,,5100000
2611,,3,5,Вторичка,кирпичный,1,Фрунзенский,,1500000
2612,58.0,7,10,Вторичка,панельный,2,Фрунзенский,,2700000
2613,63.0,3,5,Вторичка,панельный,3,Дзержинский,,2290000
2614,72.0,1,9,Новостройки,кирпичный,2,Дзержинский,,2960000
2615,93.4,6,9,Вторичка,кирпичный,4,Дзержинский,,3300000
2616,46.0,4,9,Новостройки,кирпичный,1,Дзержинский,,2100000
2617,30.0,6,9,Вторичка,панельный,1,Заволжский,,1400000
2618,117.0,2,10,Вторичка,кирпичный,4,Красноперекопский,1998,7950000
2619,93.0,2,3,Вторичка,кирпичный,3,Фрунзенский,,4800000
2620,65.0,3,5,Вторичка,кирпичный,2,Фрунзенский,1970,3800000
2621,125.0,2,5,Вторичка,кирпичный,4,Кировский,,15499000
2622,71.2,2,17,Новостройки,монолитный,3,Фрунзенский,,3574240
2623,50.4,7,7,Новостройки,кирпичный,1,Красноперекопский,,2310000
2624,104.0,3,4,Вторичка,кирпичный,3,Заволжский,,5180000
2625,49.8,2,3,Новостройки,кирпичный,1,Заволжский,,3150000
2626,68.6,12,12,Новостройки,монолитный,2,Фрунзенский,,3157440
2627,89.0,12,12,Новостройки,монолитный,3,Фрунзенский,,4108200
2628,69.0,12,12,Новостройки,монолитный,2,Фрунзенский,,3179980
2629,42.0,12,12,Новостройки,монолитный,1,Фрунзенский,,1928800
2630,81.1,4,12,Новостройки,кирпичный,3,Фрунзенский,2018,3902320
2631,64.5,5,5,Новостройки,кирпичный,2,Дзержинский,,3096000
2632,60.3,6,12,Новостройки,кирпичный,2,Фрунзенский,,2740155
2633,,2,3,Новостройки,кирпичный,1,Дзержинский,,1230000
2634,38.9,9,9,Новостройки,кирпичный,1,Фрунзенский,,2001575
2635,33.4,2,6,Новостройки,кирпичный,1,Заволжский,,1468000
2636,38.8,2,9,Новостройки,кирпичный,1,Фрунзенский,,2021005
2637,103.0,3,5,Вторичка,кирпичный,3,Фрунзенский,,7299000
2638,55.0,3,9,Новостройки,кирпичный,2,Заволжский,,2510235
2639,36.0,3,5,Новостройки,кирпичный,1,Дзержинский,,1692000
2640,42.0,3,5,Новостройки,кирпичный,1,Дзержинский,,2016000
2641,58.0,3,5,Новостройки,кирпичный,2,Дзержинский,,2725000
2642,64.0,4,5,Вторичка,панельный,3,Дзержинский,1972,2650000
2643,109.0,3,4,Вторичка,кирпичный,3,Красноперекопский,,5900000
2644,63.2,3,5,Новостройки,кирпичный,2,Дзержинский,,3033600
2645,37.7,3,5,Новостройки,кирпичный,1,Дзержинский,,1809600
2646,82.8,2,5,Новостройки,кирпичный,3,Дзержинский,,3947400
2647,44.0,6,9,Вторичка,кирпичный,1,Дзержинский,,2084000
2648,67.0,4,5,Вторичка,панельный,3,Дзержинский,,2400000
2649,39.0,2,3,Вторичка,кирпичный,1,Заволжский,,1541400
2650,,5,9,Новостройки,кирпичный,студии,Красноперекопский,,1781210
2651,58.9,9,14,Новостройки,кирпичный,2,Фрунзенский,,2650000
2652,56.0,4,4,Новостройки,кирпичный,2,Дзержинский,,2632000
2653,44.0,1,5,Вторичка,кирпичный,2,Кировский,1957,3150000
2654,60.0,1,5,Новостройки,кирпичный,2,Дзержинский,,2820000
2655,46.0,5,9,Вторичка,кирпичный,2,Фрунзенский,,2800000
2656,80.4,3,5,Вторичка,кирпичный,3,Красноперекопский,,7500000
2657,48.5,18,18,Новостройки,кирпичный,1,Ленинский,,2740000
2658,31.0,3,5,Новостройки,кирпичный,1,Дзержинский,,1488000
2659,34.0,3,9,Вторичка,панельный,1,Дзержинский,2000,1650000
2660,42.0,11,17,Вторичка,кирпичный,1,Дзержинский,,2080000
2661,49.0,4,5,Новостройки,кирпичный,1,Дзержинский,,2352000
2662,61.2,5,9,Вторичка,кирпичный,3,Фрунзенский,1986,2000000
2663,33.0,2,9,Вторичка,кирпичный,1,Дзержинский,1974,2000000
2664,61.0,1,7,Вторичка,кирпичный,2,Дзержинский,,3000000
2665,51.0,2,5,Вторичка,кирпичный,3,Дзержинский,,2400000
2666,42.8,5,5,Новостройки,кирпичный,1,Фрунзенский,,2180760
2667,38.6,6,6,Новостройки,кирпичный,1,Заволжский,,1777500
2668,43.4,5,5,Новостройки,кирпичный,1,Фрунзенский,,2214930
2669,65.9,25,25,Новостройки,монолитный,2,Красноперекопский,,3097300
2670,74.6,2,12,Вторичка,панельный,3,Фрунзенский,,3200000
2671,63.4,3,10,Вторичка,панельный,3,Дзержинский,,2499000
2672,57.2,14,17,Новостройки,монолитный,2,Фрунзенский,,2580000
2673,35.0,1,5,Вторичка,кирпичный,1,Ленинский,,1800000
2674,67.1,7,14,Новостройки,кирпичный,2,Фрунзенский,,2899500
2675,58.0,3,9,Новостройки,кирпичный,2,Заволжский,,2648100
2676,46.0,5,5,Вторичка,панельный,2,Дзержинский,,1900000
2677,59.9,2,5,Вторичка,кирпичный,3,Дзержинский,,2500000
2678,53.0,3,9,Вторичка,панельный,2,Заволжский,1989,2850000
2679,55.6,3,5,Вторичка,кирпичный,3,Фрунзенский,,2400000
2680,75.2,2,4,Вторичка,кирпичный,3,Кировский,,6300000
2681,100.5,7,14,Новостройки,кирпичный,3,Фрунзенский,,4290000
2682,46.0,17,17,Новостройки,монолитный,2,Дзержинский,2016,1918315
2683,31.0,3,5,Вторичка,кирпичный,1,Ленинский,1967,1790000
2684,46.7,3,5,Вторичка,кирпичный,2,Красноперекопский,1974,2200000
2685,67.0,3,5,Новостройки,кирпичный,2,Фрунзенский,,3650000
2686,45.3,3,6,Новостройки,кирпичный,1,Фрунзенский,,2536800
2687,64.6,6,12,Новостройки,монолитный,2,Заволжский,,3443180
2688,68.5,8,9,Вторичка,кирпичный,2,Дзержинский,,2985000
2689,59.0,5,10,Вторичка,панельный,2,Фрунзенский,,3700000
2690,44.0,5,5,Вторичка,кирпичный,2,Фрунзенский,1971,1700000
2691,59.0,5,10,Вторичка,панельный,2,Фрунзенский,,3700000
2692,44.0,5,5,Вторичка,кирпичный,2,Фрунзенский,1971,1700000
2693,70.3,7,8,Новостройки,кирпичный,2,Красноперекопский,,3900000
2694,98.0,10,10,Новостройки,кирпичный,3,Фрунзенский,,4410000
2695,47.0,16,16,Новостройки,монолитный,2,Дзержинский,2018,2108740
2696,32.0,5,5,Вторичка,кирпичный,1,Заволжский,,1220000
2697,55.0,10,10,Вторичка,кирпичный,2,Дзержинский,,3450000
2698,39.0,1,3,Вторичка,кирпичный,1,Красноперекопский,,1990000
2699,42.0,6,6,Вторичка,кирпичный,1,Фрунзенский,2013,3100000
2700,60.0,1,9,Вторичка,кирпичный,3,Заволжский,1995,4200000
2701,59.0,1,10,Новостройки,кирпичный,2,Дзержинский,,2832480
2702,90.3,17,17,Новостройки,монолитный,3,Дзержинский,2016,3801000
2703,70.2,25,25,Новостройки,монолитный,2,Красноперекопский,,3756770
2704,79.1,8,8,Новостройки,кирпичный,3,Заволжский,,3952500
2705,41.6,5,14,Новостройки,панельный,1,Фрунзенский,2018,1590000
2706,83.4,8,8,Вторичка,кирпичный,3,Красноперекопский,,4800000
2707,75.8,5,5,Вторичка,кирпичный,3,Кировский,1937,4700000
2708,76.8,8,14,Новостройки,кирпичный,3,Фрунзенский,,3471000
2709,75.0,3,3,Вторичка,кирпичный,3,Кировский,,3000000
2710,50.0,5,5,Вторичка,кирпичный,2,Ленинский,,3200000
2711,68.1,9,9,Новостройки,кирпичный,2,Заволжский,,3099000
2712,41.6,5,8,Вторичка,кирпичный,1,Красноперекопский,2015,2250000
2713,81.0,12,14,Вторичка,панельный,3,Фрунзенский,2016,3000000
2714,96.2,3,3,Новостройки,кирпичный,3,Фрунзенский,,4640100
2715,35.2,9,9,Новостройки,кирпичный,1,Заволжский,,1638000
2716,42.0,9,14,Вторичка,панельный,1,Фрунзенский,2016,1800000
2717,44.0,1,5,Вторичка,кирпичный,2,Красноперекопский,1960,1750000
2718,77.0,16,17,Новостройки,кирпичный,2,Заволжский,,3850000
2719,45.0,3,3,Вторичка,кирпичный,2,Заволжский,,1350000
2720,53.1,2,9,Новостройки,кирпичный,2,Заволжский,,2548800
2721,45.0,4,5,Вторичка,кирпичный,2,Дзержинский,,1690000
2722,78.0,4,4,Новостройки,кирпичный,3,Заволжский,,3650000
2723,55.0,3,4,Вторичка,кирпичный,2,Кировский,1957,3100000
2724,40.2,4,4,Новостройки,кирпичный,1,Заволжский,,1770000
2725,80.0,7,14,Вторичка,панельный,3,Фрунзенский,2016,3200000
2726,35.0,2,9,Вторичка,панельный,1,Заволжский,1993,1700000
2727,44.0,8,9,Вторичка,кирпичный,1,Дзержинский,,1930000
2728,286.0,1,3,Новостройки,кирпичный,4,Кировский,,20400000
2729,45.5,4,5,Вторичка,кирпичный,2,Красноперекопский,1968,1770000
2730,55.1,2,8,Новостройки,кирпичный,2,Красноперекопский,,2530000
2731,82.0,9,9,Вторичка,кирпичный,3,Кировский,1983,5600000
2732,37.9,3,9,Вторичка,панельный,1,Дзержинский,1990,1600000
2733,45.0,2,9,Вторичка,панельный,2,Дзержинский,1985,2200000
2734,46.0,13,14,Вторичка,панельный,1,Фрунзенский,2018,1690000
2735,44.0,4,5,Вторичка,кирпичный,2,Красноперекопский,,1600000
2736,53.0,1,9,Вторичка,кирпичный,3,Дзержинский,1969,2050000
2737,66.6,10,12,Вторичка,кирпичный,3,Фрунзенский,1984,3100000
2738,57.3,1,9,Вторичка,блочный,2,Фрунзенский,2013,2700000
2739,53.7,8,16,Новостройки,монолитный,1,Дзержинский,2018,2452250
2740,50.0,3,8,Новостройки,кирпичный,1,Кировский,,4000000
2741,57.6,6,6,Вторичка,кирпичный,2,Заволжский,,3100000
2742,33.2,2,5,Вторичка,кирпичный,1,Ленинский,,2080000
2743,43.6,3,5,Вторичка,кирпичный,2,Ленинский,1967,2350000
2744,61.0,5,9,Вторичка,кирпичный,3,Дзержинский,1975,2550000
2745,49.1,8,9,Вторичка,кирпичный,2,Кировский,,3750000
2746,60.0,13,17,Вторичка,монолитный,2,Фрунзенский,,3300000
2747,44.0,3,3,Вторичка,кирпичный,2,Заволжский,,2050000
2748,55.5,8,8,Новостройки,кирпичный,2,Заволжский,,2829480
2749,58.4,8,16,Новостройки,монолитный,2,Дзержинский,,2731100
2750,79.1,8,8,Новостройки,кирпичный,3,Заволжский,,3952500
2751,57.0,5,5,Вторичка,кирпичный,3,Фрунзенский,1978,1560000
2752,,5,9,Новостройки,кирпичный,1,Заволжский,,1400000
2753,64.8,1,10,Новостройки,кирпичный,2,Дзержинский,,3628800
2754,60.4,10,10,Новостройки,кирпичный,2,Дзержинский,,3362240
2755,48.0,6,17,Вторичка,монолитный,1,Дзержинский,,2190000
2756,52.0,2,12,Вторичка,панельный,2,Фрунзенский,1989,2530000
2757,58.0,3,5,Вторичка,кирпичный,2,Кировский,,5000000
2758,41.0,10,10,Вторичка,кирпичный,1,Фрунзенский,,2050000
2759,59.3,12,12,Новостройки,кирпичный,2,Фрунзенский,,2663830
2760,75.0,2,4,Вторичка,кирпичный,3,Дзержинский,,3550000
2761,34.1,4,9,Новостройки,кирпичный,1,Заволжский,,1566300
2762,40.0,10,14,Вторичка,панельный,1,Фрунзенский,2018,2000000
2763,40.2,2,12,Новостройки,кирпичный,1,Фрунзенский,,1911793
2764,36.2,5,9,Новостройки,кирпичный,1,Заволжский,,1764000
2765,45.0,3,4,Вторичка,кирпичный,1,Красноперекопский,1972,2890000
2766,33.0,5,5,Вторичка,блочный,1,Дзержинский,1965,1350000
2767,37.5,11,18,Новостройки,монолитный,1,Фрунзенский,,1840000
2768,58.2,3,9,Новостройки,кирпичный,2,Заволжский,,2795000
2769,69.8,2,9,Новостройки,кирпичный,2,Фрунзенский,2016,3350000
2770,86.4,3,7,Новостройки,кирпичный,3,Заволжский,,4061740
2771,57.0,17,17,Новостройки,монолитный,2,Фрунзенский,,2459000
2772,22.0,9,9,Вторичка,панельный,1,Заволжский,1978,1200000
2773,61.6,9,10,Вторичка,монолитный,2,Заволжский,,2950000
2774,44.0,9,9,Вторичка,панельный,2,Дзержинский,,1700000
2775,45.6,1,5,Вторичка,панельный,2,Дзержинский,,1550000
2776,32.0,3,9,Вторичка,кирпичный,1,Заволжский,,1650000
2777,53.3,1,9,Вторичка,панельный,3,Фрунзенский,,2200000
2778,62.0,1,3,Вторичка,кирпичный,3,Кировский,,4200000
2779,80.8,1,14,Вторичка,монолитный,3,Дзержинский,2014,3457000
2780,40.0,1,3,Вторичка,кирпичный,2,Ленинский,,1600000
2781,32.4,3,7,Новостройки,кирпичный,1,Заволжский,,1520450
2782,69.1,6,10,Новостройки,кирпичный,2,Фрунзенский,,3109000
2783,56.0,2,4,Вторичка,кирпичный,2,Ленинский,1959,3000000
2784,55.6,3,4,Вторичка,кирпичный,2,Красноперекопский,,2940000
2785,42.1,6,10,Новостройки,кирпичный,1,Фрунзенский,,1853280
2786,44.2,1,4,Вторичка,кирпичный,2,Фрунзенский,,1600000
2787,42.9,7,7,Новостройки,кирпичный,1,Красноперекопский,,2060000
2788,31.2,5,7,Новостройки,кирпичный,1,Заволжский,,1496000
2789,35.0,12,13,Вторичка,кирпичный,1,Заволжский,,1800000
2790,42.1,1,5,Вторичка,кирпичный,2,Ленинский,1961,1890000
2791,42.1,1,5,Вторичка,кирпичный,2,Ленинский,1961,1890000
2792,44.0,3,9,Вторичка,блочный,2,Фрунзенский,,2150000
2793,80.8,11,11,Новостройки,монолитный,3,Кировский,,7750000
2794,59.1,4,5,Вторичка,кирпичный,3,Дзержинский,1979,2370000
2795,49.1,5,9,Вторичка,кирпичный,2,Красноперекопский,,2700000
2796,33.0,6,9,Вторичка,кирпичный,1,Заволжский,,1440000
2797,43.4,1,5,Вторичка,кирпичный,1,Фрунзенский,,2000000
2798,33.2,4,9,Новостройки,кирпичный,1,Заволжский,,1560400
2799,82.0,2,5,Новостройки,кирпичный,3,Заволжский,,4350000
2800,70.5,6,9,Новостройки,кирпичный,2,Фрунзенский,,2591850
2801,41.6,6,14,Вторичка,панельный,1,Фрунзенский,,1650000
2802,91.8,8,9,Новостройки,кирпичный,3,Фрунзенский,,3396600
2803,75.4,6,9,Новостройки,кирпичный,2,Фрунзенский,,2789800
2804,82.0,4,14,Вторичка,панельный,3,Фрунзенский,2016,2800000
2805,60.6,2,3,Вторичка,кирпичный,2,Заволжский,1958,1950000
2806,58.4,12,16,Новостройки,монолитный,2,Дзержинский,2018,2631000
2807,59.4,9,9,Новостройки,кирпичный,2,Заволжский,,2705000
2808,43.8,2,4,Вторичка,кирпичный,2,Заволжский,,1470000
2809,75.0,2,4,Новостройки,кирпичный,3,Заволжский,,2580000
2810,42.0,8,9,Вторичка,кирпичный,1,Дзержинский,,1950000
